order_id,order_time,customer_id,customer_name,is_member,product_id,product_name,category,quantity,unit_price,sales_amount,unit_cost,cost_amount,profit
O0087,2026-08-03 07:35:00,C033,ลูกค้า 33,True,W03,น้ำอัดลม,เครื่องดื่ม,2,13,26,6,12,14
O0088,2026-08-29 17:39:00,C035,ลูกค้า 35,True,S07,เยลลี่,ขนม,4,25,100,18,72,28
O0088,2026-08-29 17:39:00,C035,ลูกค้า 35,True,W01,น้ำดื่ม,เครื่องดื่ม,1,21,21,15,15,6
O0088,2026-08-29 17:39:00,C035,ลูกค้า 35,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,3,17,51,7,21,30
O0088,2026-08-29 17:39:00,C035,ลูกค้า 35,True,S06,ข้าวเกรียบ,ขนม,3,25,75,10,30,45
O0089,2026-08-08 20:38:00,C043,ลูกค้า 43,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,2,17,34,7,14,20
O0089,2026-08-08 20:38:00,C043,ลูกค้า 43,True,W02,น้ำแร่,เครื่องดื่ม,2,17,34,7,14,20
O0090,2026-08-01 18:58:00,C002,ลูกค้า 2,False,S06,ข้าวเกรียบ,ขนม,1,25,25,10,10,15
O0090,2026-08-01 18:58:00,C002,ลูกค้า 2,False,S03,ช็อกโกแลต,ขนม,4,30,120,16,64,56
O0090,2026-08-01 18:58:00,C002,ลูกค้า 2,False,W04,ชาเขียว,เครื่องดื่ม,2,25,50,15,30,20
O0090,2026-08-01 18:58:00,C002,ลูกค้า 2,False,S02,ขนมปังกรอบ,ขนม,4,23,92,17,68,24
O0091,2026-08-24 16:58:00,C030,ลูกค้า 30,True,S06,ข้าวเกรียบ,ขนม,3,25,75,10,30,45
O0092,2026-08-16 21:01:00,C050,ลูกค้า 50,False,S01,มันฝรั่งทอด,ขนม,1,18,18,12,12,6
O0093,2026-08-25 18:39:00,C033,ลูกค้า 33,True,S03,ช็อกโกแลต,ขนม,1,30,30,16,16,14
O0094,2026-08-11 16:09:00,C027,ลูกค้า 27,True,W03,น้ำอัดลม,เครื่องดื่ม,1,13,13,6,6,7
O0094,2026-08-11 16:09:00,C027,ลูกค้า 27,True,S09,ขนมแท่ง,ขนม,3,29,87,19,57,30
O0094,2026-08-11 16:09:00,C027,ลูกค้า 27,True,S07,เยลลี่,ขนม,1,25,25,18,18,7
O0095,2026-08-20 14:17:00,C049,ลูกค้า 49,True,S05,คุกกี้,ขนม,3,18,54,12,36,18
O0096,2026-08-26 08:56:00,C005,ลูกค้า 5,True,W02,น้ำแร่,เครื่องดื่ม,4,17,68,7,28,40
O0096,2026-08-26 08:56:00,C005,ลูกค้า 5,True,S03,ช็อกโกแลต,ขนม,4,30,120,16,64,56
O0096,2026-08-26 08:56:00,C005,ลูกค้า 5,True,S06,ข้าวเกรียบ,ขนม,4,25,100,10,40,60
O0097,2026-08-01 12:25:00,C026,ลูกค้า 26,False,S09,ขนมแท่ง,ขนม,4,29,116,19,76,40
O0097,2026-08-01 12:25:00,C026,ลูกค้า 26,False,S06,ข้าวเกรียบ,ขนม,4,25,100,10,40,60
O0098,2026-08-15 10:48:00,C009,ลูกค้า 9,False,S10,เค้ก,ขนม,1,21,21,13,13,8
O0099,2026-08-17 15:07:00,C029,ลูกค้า 29,True,S05,คุกกี้,ขนม,4,18,72,12,48,24
O0099,2026-08-17 15:07:00,C029,ลูกค้า 29,True,W03,น้ำอัดลม,เครื่องดื่ม,4,13,52,6,24,28
O0099,2026-08-17 15:07:00,C029,ลูกค้า 29,True,S03,ช็อกโกแลต,ขนม,3,30,90,16,48,42
O0100,2026-08-04 08:19:00,C039,ลูกค้า 39,True,S05,คุกกี้,ขนม,4,18,72,12,48,24
O0100,2026-08-04 08:19:00,C039,ลูกค้า 39,True,S01,มันฝรั่งทอด,ขนม,2,18,36,12,24,12
O0101,2026-08-11 16:43:00,C025,ลูกค้า 25,True,W04,ชาเขียว,เครื่องดื่ม,2,25,50,15,30,20
O0101,2026-08-11 16:43:00,C025,ลูกค้า 25,True,S05,คุกกี้,ขนม,4,18,72,12,48,24
O0101,2026-08-11 16:43:00,C025,ลูกค้า 25,True,S02,ขนมปังกรอบ,ขนม,2,23,46,17,34,12
O0102,2026-08-04 09:04:00,C021,ลูกค้า 21,True,W02,น้ำแร่,เครื่องดื่ม,4,17,68,7,28,40
O0102,2026-08-04 09:04:00,C021,ลูกค้า 21,True,S08,ถั่วอบ,ขนม,4,19,76,8,32,44
O0102,2026-08-04 09:04:00,C021,ลูกค้า 21,True,S07,เยลลี่,ขนม,4,25,100,18,72,28
O0103,2026-08-14 08:41:00,C023,ลูกค้า 23,True,S09,ขนมแท่ง,ขนม,1,29,29,19,19,10
O0103,2026-08-14 08:41:00,C023,ลูกค้า 23,True,W02,น้ำแร่,เครื่องดื่ม,3,17,51,7,21,30
O0103,2026-08-14 08:41:00,C023,ลูกค้า 23,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,4,17,68,7,28,40
O0104,2026-08-16 16:18:00,C004,ลูกค้า 4,True,W02,น้ำแร่,เครื่องดื่ม,2,17,34,7,14,20
O0104,2026-08-16 16:18:00,C004,ลูกค้า 4,True,S10,เค้ก,ขนม,3,21,63,13,39,24
O0104,2026-08-16 16:18:00,C004,ลูกค้า 4,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,1,17,17,7,7,10
O0104,2026-08-16 16:18:00,C004,ลูกค้า 4,True,W03,น้ำอัดลม,เครื่องดื่ม,4,13,52,6,24,28
O0105,2026-08-23 12:19:00,C043,ลูกค้า 43,True,S04,เวเฟอร์,ขนม,4,18,72,13,52,20
O0105,2026-08-23 12:19:00,C043,ลูกค้า 43,True,W04,ชาเขียว,เครื่องดื่ม,3,25,75,15,45,30
O0106,2026-08-14 21:30:00,C002,ลูกค้า 2,False,S09,ขนมแท่ง,ขนม,3,29,87,19,57,30
O0106,2026-08-14 21:30:00,C002,ลูกค้า 2,False,S03,ช็อกโกแลต,ขนม,4,30,120,16,64,56
O0107,2026-08-21 20:58:00,C017,ลูกค้า 17,False,S04,เวเฟอร์,ขนม,2,18,36,13,26,10
O0107,2026-08-21 20:58:00,C017,ลูกค้า 17,False,S03,ช็อกโกแลต,ขนม,4,30,120,16,64,56
O0107,2026-08-21 20:58:00,C017,ลูกค้า 17,False,S10,เค้ก,ขนม,2,21,42,13,26,16
O0107,2026-08-21 20:58:00,C017,ลูกค้า 17,False,S08,ถั่วอบ,ขนม,4,19,76,8,32,44
O0108,2026-08-04 15:45:00,C031,ลูกค้า 31,True,S02,ขนมปังกรอบ,ขนม,1,23,23,17,17,6
O0108,2026-08-04 15:45:00,C031,ลูกค้า 31,True,S01,มันฝรั่งทอด,ขนม,1,18,18,12,12,6
O0109,2026-08-18 09:56:00,C029,ลูกค้า 29,True,S04,เวเฟอร์,ขนม,2,18,36,13,26,10
O0109,2026-08-18 09:56:00,C029,ลูกค้า 29,True,S02,ขนมปังกรอบ,ขนม,3,23,69,17,51,18
O0109,2026-08-18 09:56:00,C029,ลูกค้า 29,True,S10,เค้ก,ขนม,4,21,84,13,52,32
O0110,2026-08-20 09:27:00,C016,ลูกค้า 16,True,S08,ถั่วอบ,ขนม,3,19,57,8,24,33
O0111,2026-08-30 14:37:00,C034,ลูกค้า 34,False,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,3,17,51,7,21,30
O0111,2026-08-30 14:37:00,C034,ลูกค้า 34,False,W04,ชาเขียว,เครื่องดื่ม,1,25,25,15,15,10
O0111,2026-08-30 14:37:00,C034,ลูกค้า 34,False,W03,น้ำอัดลม,เครื่องดื่ม,3,13,39,6,18,21
O0111,2026-08-30 14:37:00,C034,ลูกค้า 34,False,S09,ขนมแท่ง,ขนม,2,29,58,19,38,20
O0112,2026-08-12 12:27:00,C041,ลูกค้า 41,True,S03,ช็อกโกแลต,ขนม,2,30,60,16,32,28
O0112,2026-08-12 12:27:00,C041,ลูกค้า 41,True,S04,เวเฟอร์,ขนม,2,18,36,13,26,10
O0112,2026-08-12 12:27:00,C041,ลูกค้า 41,True,S07,เยลลี่,ขนม,4,25,100,18,72,28
O0113,2026-08-19 08:32:00,C049,ลูกค้า 49,True,S04,เวเฟอร์,ขนม,1,18,18,13,13,5
O0114,2026-08-07 13:06:00,C004,ลูกค้า 4,True,S09,ขนมแท่ง,ขนม,1,29,29,19,19,10
O0114,2026-08-07 13:06:00,C004,ลูกค้า 4,True,S02,ขนมปังกรอบ,ขนม,2,23,46,17,34,12
O0114,2026-08-07 13:06:00,C004,ลูกค้า 4,True,S06,ข้าวเกรียบ,ขนม,1,25,25,10,10,15
O0115,2026-08-30 15:02:00,C012,ลูกค้า 12,True,S01,มันฝรั่งทอด,ขนม,4,18,72,12,48,24
O0115,2026-08-30 15:02:00,C012,ลูกค้า 12,True,S02,ขนมปังกรอบ,ขนม,3,23,69,17,51,18
O0116,2026-08-20 15:44:00,C040,ลูกค้า 40,False,S08,ถั่วอบ,ขนม,3,19,57,8,24,33
O0116,2026-08-20 15:44:00,C040,ลูกค้า 40,False,S05,คุกกี้,ขนม,1,18,18,12,12,6
O0116,2026-08-20 15:44:00,C040,ลูกค้า 40,False,W04,ชาเขียว,เครื่องดื่ม,1,25,25,15,15,10
O0117,2026-08-08 17:40:00,C015,ลูกค้า 15,False,S07,เยลลี่,ขนม,3,25,75,18,54,21
O0117,2026-08-08 17:40:00,C015,ลูกค้า 15,False,S10,เค้ก,ขนม,2,21,42,13,26,16
O0117,2026-08-08 17:40:00,C015,ลูกค้า 15,False,W02,น้ำแร่,เครื่องดื่ม,1,17,17,7,7,10
O0117,2026-08-08 17:40:00,C015,ลูกค้า 15,False,S06,ข้าวเกรียบ,ขนม,4,25,100,10,40,60
O0118,2026-08-02 18:02:00,C022,ลูกค้า 22,False,S04,เวเฟอร์,ขนม,1,18,18,13,13,5
O0119,2026-08-14 14:39:00,C012,ลูกค้า 12,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,1,17,17,7,7,10
O0119,2026-08-14 14:39:00,C012,ลูกค้า 12,True,S06,ข้าวเกรียบ,ขนม,1,25,25,10,10,15
O0120,2026-08-16 21:11:00,C002,ลูกค้า 2,False,S03,ช็อกโกแลต,ขนม,4,30,120,16,64,56
O0120,2026-08-16 21:11:00,C002,ลูกค้า 2,False,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,3,17,51,7,21,30
O0120,2026-08-16 21:11:00,C002,ลูกค้า 2,False,S02,ขนมปังกรอบ,ขนม,2,23,46,17,34,12
O0120,2026-08-16 21:11:00,C002,ลูกค้า 2,False,W01,น้ำดื่ม,เครื่องดื่ม,2,21,42,15,30,12
O0121,2026-08-10 09:22:00,C004,ลูกค้า 4,True,S01,มันฝรั่งทอด,ขนม,4,18,72,12,48,24
O0121,2026-08-10 09:22:00,C004,ลูกค้า 4,True,S09,ขนมแท่ง,ขนม,2,29,58,19,38,20
O0121,2026-08-10 09:22:00,C004,ลูกค้า 4,True,W03,น้ำอัดลม,เครื่องดื่ม,4,13,52,6,24,28
O0121,2026-08-10 09:22:00,C004,ลูกค้า 4,True,S10,เค้ก,ขนม,1,21,21,13,13,8
O0122,2026-08-27 12:16:00,C033,ลูกค้า 33,True,W01,น้ำดื่ม,เครื่องดื่ม,2,21,42,15,30,12
O0122,2026-08-27 12:16:00,C033,ลูกค้า 33,True,S10,เค้ก,ขนม,2,21,42,13,26,16
O0123,2026-08-19 16:40:00,C045,ลูกค้า 45,False,S05,คุกกี้,ขนม,1,18,18,12,12,6
O0123,2026-08-19 16:40:00,C045,ลูกค้า 45,False,S09,ขนมแท่ง,ขนม,4,29,116,19,76,40
O0123,2026-08-19 16:40:00,C045,ลูกค้า 45,False,S08,ถั่วอบ,ขนม,1,19,19,8,8,11
O0123,2026-08-19 16:40:00,C045,ลูกค้า 45,False,S10,เค้ก,ขนม,4,21,84,13,52,32
O0124,2026-08-10 14:48:00,C004,ลูกค้า 4,True,S01,มันฝรั่งทอด,ขนม,2,18,36,12,24,12
O0124,2026-08-10 14:48:00,C004,ลูกค้า 4,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,3,17,51,7,21,30
O0124,2026-08-10 14:48:00,C004,ลูกค้า 4,True,S10,เค้ก,ขนม,1,21,21,13,13,8
O0124,2026-08-10 14:48:00,C004,ลูกค้า 4,True,S03,ช็อกโกแลต,ขนม,1,30,30,16,16,14
O0125,2026-08-18 11:42:00,C002,ลูกค้า 2,False,S05,คุกกี้,ขนม,4,18,72,12,48,24
O0126,2026-08-07 16:29:00,C018,ลูกค้า 18,True,W03,น้ำอัดลม,เครื่องดื่ม,4,13,52,6,24,28
O0126,2026-08-07 16:29:00,C018,ลูกค้า 18,True,S04,เวเฟอร์,ขนม,2,18,36,13,26,10
O0126,2026-08-07 16:29:00,C018,ลูกค้า 18,True,S02,ขนมปังกรอบ,ขนม,2,23,46,17,34,12
O0127,2026-08-16 07:49:00,C032,ลูกค้า 32,False,S01,มันฝรั่งทอด,ขนม,1,18,18,12,12,6
O0128,2026-08-14 12:14:00,C034,ลูกค้า 34,False,S03,ช็อกโกแลต,ขนม,4,30,120,16,64,56
O0128,2026-08-14 12:14:00,C034,ลูกค้า 34,False,S06,ข้าวเกรียบ,ขนม,1,25,25,10,10,15
O0128,2026-08-14 12:14:00,C034,ลูกค้า 34,False,S09,ขนมแท่ง,ขนม,2,29,58,19,38,20
O0129,2026-08-30 10:56:00,C011,ลูกค้า 11,True,S07,เยลลี่,ขนม,3,25,75,18,54,21
O0129,2026-08-30 10:56:00,C011,ลูกค้า 11,True,S10,เค้ก,ขนม,2,21,42,13,26,16
O0129,2026-08-30 10:56:00,C011,ลูกค้า 11,True,S05,คุกกี้,ขนม,4,18,72,12,48,24
O0130,2026-08-21 19:47:00,C010,ลูกค้า 10,False,S08,ถั่วอบ,ขนม,2,19,38,8,16,22
O0130,2026-08-21 19:47:00,C010,ลูกค้า 10,False,W02,น้ำแร่,เครื่องดื่ม,3,17,51,7,21,30
O0130,2026-08-21 19:47:00,C010,ลูกค้า 10,False,S07,เยลลี่,ขนม,4,25,100,18,72,28
O0130,2026-08-21 19:47:00,C010,ลูกค้า 10,False,S05,คุกกี้,ขนม,1,18,18,12,12,6
O0131,2026-08-14 07:09:00,C050,ลูกค้า 50,False,S06,ข้าวเกรียบ,ขนม,4,25,100,10,40,60
O0132,2026-08-20 17:13:00,C033,ลูกค้า 33,True,S01,มันฝรั่งทอด,ขนม,2,18,36,12,24,12
O0132,2026-08-20 17:13:00,C033,ลูกค้า 33,True,W04,ชาเขียว,เครื่องดื่ม,3,25,75,15,45,30
O0132,2026-08-20 17:13:00,C033,ลูกค้า 33,True,S07,เยลลี่,ขนม,1,25,25,18,18,7
O0133,2026-08-23 20:38:00,C040,ลูกค้า 40,False,S06,ข้าวเกรียบ,ขนม,4,25,100,10,40,60
O0133,2026-08-23 20:38:00,C040,ลูกค้า 40,False,S09,ขนมแท่ง,ขนม,1,29,29,19,19,10
O0133,2026-08-23 20:38:00,C040,ลูกค้า 40,False,S10,เค้ก,ขนม,4,21,84,13,52,32
O0133,2026-08-23 20:38:00,C040,ลูกค้า 40,False,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,1,17,17,7,7,10
O0134,2026-08-04 09:13:00,C022,ลูกค้า 22,False,W03,น้ำอัดลม,เครื่องดื่ม,4,13,52,6,24,28
O0134,2026-08-04 09:13:00,C022,ลูกค้า 22,False,S07,เยลลี่,ขนม,4,25,100,18,72,28
O0134,2026-08-04 09:13:00,C022,ลูกค้า 22,False,S08,ถั่วอบ,ขนม,3,19,57,8,24,33
O0134,2026-08-04 09:13:00,C022,ลูกค้า 22,False,S10,เค้ก,ขนม,4,21,84,13,52,32
O0135,2026-08-01 13:05:00,C045,ลูกค้า 45,False,W04,ชาเขียว,เครื่องดื่ม,2,25,50,15,30,20
O0136,2026-08-25 19:21:00,C006,ลูกค้า 6,True,W03,น้ำอัดลม,เครื่องดื่ม,2,13,26,6,12,14
O0136,2026-08-25 19:21:00,C006,ลูกค้า 6,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,4,17,68,7,28,40
O0136,2026-08-25 19:21:00,C006,ลูกค้า 6,True,W04,ชาเขียว,เครื่องดื่ม,1,25,25,15,15,10
O0136,2026-08-25 19:21:00,C006,ลูกค้า 6,True,S03,ช็อกโกแลต,ขนม,2,30,60,16,32,28
O0137,2026-08-23 20:34:00,C009,ลูกค้า 9,False,S05,คุกกี้,ขนม,1,18,18,12,12,6
O0138,2026-08-19 15:29:00,C001,ลูกค้า 1,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,1,17,17,7,7,10
O0138,2026-08-19 15:29:00,C001,ลูกค้า 1,True,S07,เยลลี่,ขนม,2,25,50,18,36,14
O0138,2026-08-19 15:29:00,C001,ลูกค้า 1,True,W03,น้ำอัดลม,เครื่องดื่ม,3,13,39,6,18,21
O0138,2026-08-19 15:29:00,C001,ลูกค้า 1,True,W02,น้ำแร่,เครื่องดื่ม,3,17,51,7,21,30
O0139,2026-08-16 11:15:00,C008,ลูกค้า 8,False,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,1,17,17,7,7,10
O0139,2026-08-16 11:15:00,C008,ลูกค้า 8,False,S05,คุกกี้,ขนม,2,18,36,12,24,12
O0140,2026-08-04 14:16:00,C049,ลูกค้า 49,True,W01,น้ำดื่ม,เครื่องดื่ม,1,21,21,15,15,6
O0140,2026-08-04 14:16:00,C049,ลูกค้า 49,True,S03,ช็อกโกแลต,ขนม,2,30,60,16,32,28
O0141,2026-08-15 16:30:00,C034,ลูกค้า 34,False,S02,ขนมปังกรอบ,ขนม,4,23,92,17,68,24
O0141,2026-08-15 16:30:00,C034,ลูกค้า 34,False,W01,น้ำดื่ม,เครื่องดื่ม,3,21,63,15,45,18
O0141,2026-08-15 16:30:00,C034,ลูกค้า 34,False,W03,น้ำอัดลม,เครื่องดื่ม,3,13,39,6,18,21
O0141,2026-08-15 16:30:00,C034,ลูกค้า 34,False,S07,เยลลี่,ขนม,2,25,50,18,36,14
O0142,2026-08-16 11:39:00,C026,ลูกค้า 26,False,S07,เยลลี่,ขนม,4,25,100,18,72,28
O0142,2026-08-16 11:39:00,C026,ลูกค้า 26,False,S05,คุกกี้,ขนม,1,18,18,12,12,6
O0143,2026-08-03 12:03:00,C023,ลูกค้า 23,True,S03,ช็อกโกแลต,ขนม,2,30,60,16,32,28
O0143,2026-08-03 12:03:00,C023,ลูกค้า 23,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,4,17,68,7,28,40
O0143,2026-08-03 12:03:00,C023,ลูกค้า 23,True,S08,ถั่วอบ,ขนม,4,19,76,8,32,44
O0143,2026-08-03 12:03:00,C023,ลูกค้า 23,True,W03,น้ำอัดลม,เครื่องดื่ม,4,13,52,6,24,28
O0144,2026-08-08 09:01:00,C018,ลูกค้า 18,True,S10,เค้ก,ขนม,3,21,63,13,39,24
O0145,2026-08-20 19:56:00,C019,ลูกค้า 19,True,S07,เยลลี่,ขนม,3,25,75,18,54,21
O0145,2026-08-20 19:56:00,C019,ลูกค้า 19,True,S09,ขนมแท่ง,ขนม,1,29,29,19,19,10
O0146,2026-08-09 12:26:00,C033,ลูกค้า 33,True,W03,น้ำอัดลม,เครื่องดื่ม,1,13,13,6,6,7
O0146,2026-08-09 12:26:00,C033,ลูกค้า 33,True,S09,ขนมแท่ง,ขนม,1,29,29,19,19,10
O0146,2026-08-09 12:26:00,C033,ลูกค้า 33,True,W04,ชาเขียว,เครื่องดื่ม,2,25,50,15,30,20
O0146,2026-08-09 12:26:00,C033,ลูกค้า 33,True,S05,คุกกี้,ขนม,4,18,72,12,48,24
O0147,2026-08-12 15:24:00,C047,ลูกค้า 47,True,S01,มันฝรั่งทอด,ขนม,3,18,54,12,36,18
O0147,2026-08-12 15:24:00,C047,ลูกค้า 47,True,S07,เยลลี่,ขนม,4,25,100,18,72,28
O0147,2026-08-12 15:24:00,C047,ลูกค้า 47,True,S10,เค้ก,ขนม,1,21,21,13,13,8
O0148,2026-08-15 21:53:00,C020,ลูกค้า 20,False,S06,ข้าวเกรียบ,ขนม,4,25,100,10,40,60
O0149,2026-08-09 09:08:00,C041,ลูกค้า 41,True,S06,ข้าวเกรียบ,ขนม,4,25,100,10,40,60
O0149,2026-08-09 09:08:00,C041,ลูกค้า 41,True,S03,ช็อกโกแลต,ขนม,4,30,120,16,64,56
O0149,2026-08-09 09:08:00,C041,ลูกค้า 41,True,W01,น้ำดื่ม,เครื่องดื่ม,2,21,42,15,30,12
O0150,2026-08-05 15:46:00,C034,ลูกค้า 34,False,W02,น้ำแร่,เครื่องดื่ม,1,17,17,7,7,10
O0151,2026-08-30 08:25:00,C002,ลูกค้า 2,False,S10,เค้ก,ขนม,4,21,84,13,52,32
O0151,2026-08-30 08:25:00,C002,ลูกค้า 2,False,W02,น้ำแร่,เครื่องดื่ม,3,17,51,7,21,30
O0151,2026-08-30 08:25:00,C002,ลูกค้า 2,False,S02,ขนมปังกรอบ,ขนม,2,23,46,17,34,12
O0151,2026-08-30 08:25:00,C002,ลูกค้า 2,False,S09,ขนมแท่ง,ขนม,2,29,58,19,38,20
O0152,2026-08-24 14:45:00,C007,ลูกค้า 7,False,W03,น้ำอัดลม,เครื่องดื่ม,1,13,13,6,6,7
O0152,2026-08-24 14:45:00,C007,ลูกค้า 7,False,W01,น้ำดื่ม,เครื่องดื่ม,3,21,63,15,45,18
O0152,2026-08-24 14:45:00,C007,ลูกค้า 7,False,S04,เวเฟอร์,ขนม,3,18,54,13,39,15
O0152,2026-08-24 14:45:00,C007,ลูกค้า 7,False,S07,เยลลี่,ขนม,2,25,50,18,36,14
O0153,2026-08-21 08:30:00,C020,ลูกค้า 20,False,S03,ช็อกโกแลต,ขนม,2,30,60,16,32,28
O0154,2026-08-03 12:03:00,C022,ลูกค้า 22,False,S03,ช็อกโกแลต,ขนม,4,30,120,16,64,56
O0154,2026-08-03 12:03:00,C022,ลูกค้า 22,False,S02,ขนมปังกรอบ,ขนม,3,23,69,17,51,18
O0154,2026-08-03 12:03:00,C022,ลูกค้า 22,False,S05,คุกกี้,ขนม,3,18,54,12,36,18
O0155,2026-08-07 17:09:00,C029,ลูกค้า 29,True,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,1,17,17,7,7,10
O0155,2026-08-07 17:09:00,C029,ลูกค้า 29,True,S02,ขนมปังกรอบ,ขนม,1,23,23,17,17,6
O0155,2026-08-07 17:09:00,C029,ลูกค้า 29,True,W03,น้ำอัดลม,เครื่องดื่ม,4,13,52,6,24,28
O0156,2026-08-16 16:35:00,C017,ลูกค้า 17,False,W04,ชาเขียว,เครื่องดื่ม,3,25,75,15,45,30
O0156,2026-08-16 16:35:00,C017,ลูกค้า 17,False,W03,น้ำอัดลม,เครื่องดื่ม,1,13,13,6,6,7
O0156,2026-08-16 16:35:00,C017,ลูกค้า 17,False,S03,ช็อกโกแลต,ขนม,3,30,90,16,48,42
O0156,2026-08-16 16:35:00,C017,ลูกค้า 17,False,S05,คุกกี้,ขนม,2,18,36,12,24,12
O0157,2026-08-30 09:13:00,C039,ลูกค้า 39,True,W01,น้ำดื่ม,เครื่องดื่ม,3,21,63,15,45,18
O0158,2026-08-23 11:41:00,C047,ลูกค้า 47,True,W02,น้ำแร่,เครื่องดื่ม,1,17,17,7,7,10
O0158,2026-08-23 11:41:00,C047,ลูกค้า 47,True,W01,น้ำดื่ม,เครื่องดื่ม,3,21,63,15,45,18
O0159,2026-08-13 09:58:00,C048,ลูกค้า 48,True,S07,เยลลี่,ขนม,1,25,25,18,18,7
O0159,2026-08-13 09:58:00,C048,ลูกค้า 48,True,S06,ข้าวเกรียบ,ขนม,2,25,50,10,20,30
O0159,2026-08-13 09:58:00,C048,ลูกค้า 48,True,S02,ขนมปังกรอบ,ขนม,1,23,23,17,17,6
O0160,2026-08-09 12:03:00,C018,ลูกค้า 18,True,S03,ช็อกโกแลต,ขนม,1,30,30,16,16,14
O0160,2026-08-09 12:03:00,C018,ลูกค้า 18,True,W04,ชาเขียว,เครื่องดื่ม,3,25,75,15,45,30
O0160,2026-08-09 12:03:00,C018,ลูกค้า 18,True,S04,เวเฟอร์,ขนม,2,18,36,13,26,10
O0161,2026-08-24 12:11:00,C001,ลูกค้า 1,True,S06,ข้าวเกรียบ,ขนม,1,25,25,10,10,15
O0162,2026-08-10 11:18:00,C026,ลูกค้า 26,False,S01,มันฝรั่งทอด,ขนม,4,18,72,12,48,24
O0163,2026-08-10 21:49:00,C002,ลูกค้า 2,False,S10,เค้ก,ขนม,1,21,21,13,13,8
O0163,2026-08-10 21:49:00,C002,ลูกค้า 2,False,S01,มันฝรั่งทอด,ขนม,3,18,54,12,36,18
O0163,2026-08-10 21:49:00,C002,ลูกค้า 2,False,S09,ขนมแท่ง,ขนม,1,29,29,19,19,10
O0164,2026-08-03 13:40:00,C030,ลูกค้า 30,True,W01,น้ำดื่ม,เครื่องดื่ม,3,21,63,15,45,18
O0164,2026-08-03 13:40:00,C030,ลูกค้า 30,True,S05,คุกกี้,ขนม,1,18,18,12,12,6
O0164,2026-08-03 13:40:00,C030,ลูกค้า 30,True,S01,มันฝรั่งทอด,ขนม,3,18,54,12,36,18
O0165,2026-08-19 19:57:00,C029,ลูกค้า 29,True,S05,คุกกี้,ขนม,4,18,72,12,48,24
O0165,2026-08-19 19:57:00,C029,ลูกค้า 29,True,S01,มันฝรั่งทอด,ขนม,1,18,18,12,12,6
O0165,2026-08-19 19:57:00,C029,ลูกค้า 29,True,S06,ข้าวเกรียบ,ขนม,1,25,25,10,10,15
O0165,2026-08-19 19:57:00,C029,ลูกค้า 29,True,W04,ชาเขียว,เครื่องดื่ม,3,25,75,15,45,30
O0166,2026-08-26 20:54:00,C034,ลูกค้า 34,False,W03,น้ำอัดลม,เครื่องดื่ม,4,13,52,6,24,28
O0166,2026-08-26 20:54:00,C034,ลูกค้า 34,False,S10,เค้ก,ขนม,1,21,21,13,13,8
O0166,2026-08-26 20:54:00,C034,ลูกค้า 34,False,W05,เครื่องดื่มวิตามิน,เครื่องดื่ม,4,17,68,7,28,40
O0167,2026-08-13 12:18:00,C004,ลูกค้า 4,True,S06,ข้าวเกรียบ,ขนม,1,25,25,10,10,15
O0167,2026-08-13 12:18:00,C004,ลูกค้า 4,True,S10,เค้ก,ขนม,2,21,42,13,26,16
O0168,2026-08-03 14:49:00,C007,ลูกค้า 7,False,W01,น้ำดื่ม,เครื่องดื่ม,1,21,21,15,15,6
O0168,2026-08-03 14:49:00,C007,ลูกค้า 7,False,S02,ขนมปังกรอบ,ขนม,3,23,69,17,51,18
O0168,2026-08-03 14:49:00,C007,ลูกค้า 7,False,S04,เวเฟอร์,ขนม,4,18,72,13,52,20
O0169,2026-08-16 15:34:00,C044,ลูกค้า 44,True,S10,เค้ก,ขนม,1,21,21,13,13,8
O0170,2026-08-25 20:48:00,C032,ลูกค้า 32,False,S08,ถั่วอบ,ขนม,3,19,57,8,24,33
O0170,2026-08-25 20:48:00,C032,ลูกค้า 32,False,W02,น้ำแร่,เครื่องดื่ม,3,17,51,7,21,30
O0170,2026-08-25 20:48:00,C032,ลูกค้า 32,False,S02,ขนมปังกรอบ,ขนม,3,23,69,17,51,18
O0171,2026-08-04 21:25:00,C009,ลูกค้า 9,False,W02,น้ำแร่,เครื่องดื่ม,4,17,68,7,28,40
O0171,2026-08-04 21:25:00,C009,ลูกค้า 9,False,S06,ข้าวเกรียบ,ขนม,3,25,75,10,30,45
O0172,2026-08-01 14:04:00,C006,ลูกค้า 6,True,S03,ช็อกโกแลต,ขนม,4,30,120,16,64,56
