transaction_id,order_id,order_time,customer_id,product_id,quantity,unit_price,unit_cost,sales_amount,discount_amount,net_sales_amount,cost_amount,profit
296,O0101,2026-08-22 15:27:00,C036,D08,3,22,15,66,0.0,66.0,45,21.0
297,O0101,2026-08-22 15:27:00,C036,S09,4,20,12,80,0.0,80.0,48,32.0
298,O0102,2026-08-11 07:21:00,C043,D02,4,17,8,68,0.21,67.79,32,35.79
299,O0102,2026-08-11 07:21:00,C043,D06,1,14,6,14,0.04,13.96,6,7.96
300,O0102,2026-08-11 07:21:00,C043,H04,2,50,32,100,0.31,99.69,64,35.69
301,O0102,2026-08-11 07:21:00,C043,S09,3,20,12,60,0.19,59.81,36,23.81
302,O0102,2026-08-11 07:21:00,C043,D03,4,19,12,76,0.24,75.76,48,27.76
303,O0103,2026-08-11 07:20:00,C046,S07,3,18,9,54,0.62,53.38,27,26.38
304,O0103,2026-08-11 07:20:00,C046,S01,1,33,18,33,0.38,32.62,18,14.62
305,O0104,2026-08-07 20:43:00,C039,D04,1,16,8,16,0.0,16.0,8,8.0
306,O0104,2026-08-07 20:43:00,C039,D06,4,14,6,56,0.0,56.0,24,32.0
307,O0104,2026-08-07 20:43:00,C039,S07,1,18,9,18,0.0,18.0,9,9.0
308,O0105,2026-08-27 21:33:00,C019,S07,1,18,9,18,0.0,18.0,9,9.0
309,O0105,2026-08-27 21:33:00,C019,H01,1,58,35,58,0.0,58.0,35,23.0
310,O0105,2026-08-27 21:33:00,C019,S10,1,33,18,33,0.0,33.0,18,15.0
311,O0105,2026-08-27 21:33:00,C019,S04,1,19,12,19,0.0,19.0,12,7.0
312,O0106,2026-08-18 10:46:00,C014,H05,2,35,20,70,0.0,70.0,40,30.0
313,O0106,2026-08-18 10:46:00,C014,H01,1,58,35,58,0.0,58.0,35,23.0
314,O0106,2026-08-18 10:46:00,C014,H04,2,50,32,100,0.0,100.0,64,36.0
315,O0106,2026-08-18 10:46:00,C014,H03,1,55,35,55,0.0,55.0,35,20.0
316,O0106,2026-08-18 10:46:00,C014,D06,2,14,6,28,0.0,28.0,12,16.0
317,O0107,2026-08-12 18:47:00,C022,H03,1,55,35,55,0.0,55.0,35,20.0
318,O0107,2026-08-12 18:47:00,C022,S06,2,22,9,44,0.0,44.0,18,26.0
319,O0107,2026-08-12 18:47:00,C022,S09,1,20,12,20,0.0,20.0,12,8.0
320,O0107,2026-08-12 18:47:00,C022,S10,4,33,18,132,0.0,132.0,72,60.0
321,O0108,2026-08-07 13:30:00,C047,S10,4,33,18,132,0.43,131.57,72,59.57
322,O0108,2026-08-07 13:30:00,C047,H06,1,50,34,50,0.16,49.84,34,15.84
323,O0108,2026-08-07 13:30:00,C047,S09,1,20,12,20,0.06,19.94,12,7.94
324,O0108,2026-08-07 13:30:00,C047,S07,2,18,9,36,0.12,35.88,18,17.88
325,O0108,2026-08-07 13:30:00,C047,D01,4,18,8,72,0.23,71.77,32,39.77
326,O0109,2026-08-23 14:56:00,C041,H01,2,58,35,116,0.0,116.0,70,46.0
327,O0110,2026-08-17 10:54:00,C015,S01,2,33,18,66,0.0,66.0,36,30.0
328,O0111,2026-08-24 07:14:00,C005,D03,2,19,12,38,0.0,38.0,24,14.0
329,O0112,2026-08-21 07:40:00,C037,D01,3,18,8,54,0.0,54.0,24,30.0
330,O0112,2026-08-21 07:40:00,C037,H07,1,38,21,38,0.0,38.0,21,17.0
331,O0112,2026-08-21 07:40:00,C037,S08,1,16,9,16,0.0,16.0,9,7.0
332,O0113,2026-08-05 13:08:00,C035,S05,3,13,8,39,0.0,39.0,24,15.0
333,O0113,2026-08-05 13:08:00,C035,S03,2,30,16,60,0.0,60.0,32,28.0
334,O0113,2026-08-05 13:08:00,C035,D02,1,17,8,17,0.0,17.0,8,9.0
335,O0113,2026-08-05 13:08:00,C035,S08,4,16,9,64,0.0,64.0,36,28.0
336,O0114,2026-08-22 13:18:00,C035,H03,1,55,35,55,0.0,55.0,35,20.0
337,O0115,2026-08-24 18:47:00,C047,S07,4,18,9,72,1.42,70.58,36,34.58
338,O0115,2026-08-24 18:47:00,C047,S02,3,15,9,45,0.89,44.11,27,17.11
339,O0115,2026-08-24 18:47:00,C047,H02,1,44,27,44,0.87,43.13,27,16.13
340,O0115,2026-08-24 18:47:00,C047,D05,2,21,15,42,0.83,41.17,30,11.17
341,O0116,2026-08-04 16:57:00,C013,D01,4,18,8,72,0.0,72.0,32,40.0
342,O0117,2026-08-14 17:55:00,C027,S04,2,19,12,38,0.0,38.0,24,14.0
343,O0118,2026-08-28 18:20:00,C027,D08,2,22,15,44,0.23,43.77,30,13.77
344,O0118,2026-08-28 18:20:00,C027,S01,1,33,18,33,0.17,32.83,18,14.83
345,O0118,2026-08-28 18:20:00,C027,S04,4,19,12,76,0.39,75.61,48,27.61
346,O0118,2026-08-28 18:20:00,C027,S09,2,20,12,40,0.21,39.79,24,15.79
347,O0119,2026-08-02 16:36:00,C024,D01,1,18,8,18,0.0,18.0,8,10.0
348,O0119,2026-08-02 16:36:00,C024,S08,2,16,9,32,0.0,32.0,18,14.0
349,O0119,2026-08-02 16:36:00,C024,H06,1,50,34,50,0.0,50.0,34,16.0
350,O0119,2026-08-02 16:36:00,C024,S09,4,20,12,80,0.0,80.0,48,32.0
351,O0119,2026-08-02 16:36:00,C024,S03,2,30,16,60,0.0,60.0,32,28.0
352,O0120,2026-08-12 15:33:00,C020,D08,1,22,15,22,0.0,22.0,15,7.0
353,O0120,2026-08-12 15:33:00,C020,S06,4,22,9,88,0.0,88.0,36,52.0
354,O0121,2026-08-13 18:52:00,C020,S04,3,19,12,57,0.0,57.0,36,21.0
355,O0121,2026-08-13 18:52:00,C020,D02,1,17,8,17,0.0,17.0,8,9.0
356,O0122,2026-08-24 13:04:00,C006,S07,3,18,9,54,0.0,54.0,27,27.0
357,O0122,2026-08-24 13:04:00,C006,H01,1,58,35,58,0.0,58.0,35,23.0
358,O0122,2026-08-24 13:04:00,C006,S09,3,20,12,60,0.0,60.0,36,24.0
359,O0122,2026-08-24 13:04:00,C006,D07,4,17,10,68,0.0,68.0,40,28.0
360,O0122,2026-08-24 13:04:00,C006,H03,2,55,35,110,0.0,110.0,70,40.0
361,O0123,2026-08-27 09:17:00,C047,H05,2,35,20,70,0.0,70.0,40,30.0
362,O0124,2026-08-08 21:42:00,C029,D08,2,22,15,44,0.0,44.0,30,14.0
363,O0124,2026-08-08 21:42:00,C029,H04,1,50,32,50,0.0,50.0,32,18.0
364,O0125,2026-08-01 13:55:00,C013,H07,2,38,21,76,0.0,76.0,42,34.0
365,O0126,2026-08-24 11:07:00,C048,H04,1,50,32,50,0.0,50.0,32,18.0
366,O0126,2026-08-24 11:07:00,C048,S05,1,13,8,13,0.0,13.0,8,5.0
367,O0126,2026-08-24 11:07:00,C048,H06,1,50,34,50,0.0,50.0,34,16.0
368,O0126,2026-08-24 11:07:00,C048,H05,2,35,20,70,0.0,70.0,40,30.0
369,O0126,2026-08-24 11:07:00,C048,H03,1,55,35,55,0.0,55.0,35,20.0
370,O0127,2026-08-11 09:24:00,C025,S03,1,30,16,30,0.0,30.0,16,14.0
371,O0127,2026-08-11 09:24:00,C025,H02,2,44,27,88,0.0,88.0,54,34.0
372,O0127,2026-08-11 09:24:00,C025,D08,1,22,15,22,0.0,22.0,15,7.0
373,O0127,2026-08-11 09:24:00,C025,H05,2,35,20,70,0.0,70.0,40,30.0
374,O0127,2026-08-11 09:24:00,C025,H06,1,50,34,50,0.0,50.0,34,16.0
375,O0128,2026-08-10 07:28:00,C040,D07,3,17,10,51,0.0,51.0,30,21.0
376,O0128,2026-08-10 07:28:00,C040,H04,2,50,32,100,0.0,100.0,64,36.0
377,O0128,2026-08-10 07:28:00,C040,D08,2,22,15,44,0.0,44.0,30,14.0
378,O0128,2026-08-10 07:28:00,C040,H06,1,50,34,50,0.0,50.0,34,16.0
379,O0129,2026-08-30 11:51:00,C007,S06,1,22,9,22,0.0,22.0,9,13.0
380,O0129,2026-08-30 11:51:00,C007,S02,3,15,9,45,0.0,45.0,27,18.0
381,O0130,2026-08-20 21:01:00,C034,D06,2,14,6,28,0.0,28.0,12,16.0
382,O0130,2026-08-20 21:01:00,C034,D07,1,17,10,17,0.0,17.0,10,7.0
383,O0131,2026-08-26 09:55:00,C025,S01,3,33,18,99,0.0,99.0,54,45.0
384,O0132,2026-08-01 12:13:00,C016,S03,1,30,16,30,0.0,30.0,16,14.0
385,O0132,2026-08-01 12:13:00,C016,H04,1,50,32,50,0.0,50.0,32,18.0
386,O0133,2026-08-26 17:14:00,C037,D06,1,14,6,14,0.0,14.0,6,8.0
387,O0134,2026-08-15 15:47:00,C023,H06,2,50,34,100,0.0,100.0,68,32.0
388,O0134,2026-08-15 15:47:00,C023,D07,2,17,10,34,0.0,34.0,20,14.0
389,O0135,2026-08-08 10:47:00,C043,S02,3,15,9,45,0.0,45.0,27,18.0
390,O0135,2026-08-08 10:47:00,C043,S01,1,33,18,33,0.0,33.0,18,15.0
391,O0135,2026-08-08 10:47:00,C043,H05,2,35,20,70,0.0,70.0,40,30.0
392,O0135,2026-08-08 10:47:00,C043,D08,2,22,15,44,0.0,44.0,30,14.0
393,O0136,2026-08-14 19:30:00,C034,D01,2,18,8,36,0.0,36.0,16,20.0
394,O0137,2026-08-29 13:59:00,C023,D04,4,16,8,64,0.31,63.69,32,31.69
395,O0137,2026-08-29 13:59:00,C023,S07,3,18,9,54,0.26,53.74,27,26.74
396,O0137,2026-08-29 13:59:00,C023,D01,3,18,8,54,0.26,53.74,24,29.74
397,O0137,2026-08-29 13:59:00,C023,S06,1,22,9,22,0.11,21.89,9,12.89
398,O0137,2026-08-29 13:59:00,C023,D06,1,14,6,14,0.07,13.93,6,7.93
399,O0138,2026-08-26 08:01:00,C025,D06,2,14,6,28,0.0,28.0,12,16.0
400,O0138,2026-08-26 08:01:00,C025,S10,2,33,18,66,0.0,66.0,36,30.0
401,O0138,2026-08-26 08:01:00,C025,D01,3,18,8,54,0.0,54.0,24,30.0
402,O0138,2026-08-26 08:01:00,C025,S07,2,18,9,36,0.0,36.0,18,18.0
403,O0139,2026-08-05 13:43:00,C041,D02,1,17,8,17,0.0,17.0,8,9.0
404,O0139,2026-08-05 13:43:00,C041,D08,2,22,15,44,0.0,44.0,30,14.0
405,O0139,2026-08-05 13:43:00,C041,S03,3,30,16,90,0.0,90.0,48,42.0
406,O0140,2026-08-25 19:26:00,C022,D04,1,16,8,16,0.0,16.0,8,8.0
407,O0140,2026-08-25 19:26:00,C022,S01,2,33,18,66,0.0,66.0,36,30.0
408,O0140,2026-08-25 19:26:00,C022,H05,2,35,20,70,0.0,70.0,40,30.0
409,O0140,2026-08-25 19:26:00,C022,S02,4,15,9,60,0.0,60.0,36,24.0
410,O0140,2026-08-25 19:26:00,C022,D06,2,14,6,28,0.0,28.0,12,16.0
411,O0141,2026-08-25 19:12:00,C034,S10,4,33,18,132,0.0,132.0,72,60.0
412,O0142,2026-08-11 18:05:00,C020,S05,4,13,8,52,0.0,52.0,32,20.0
413,O0142,2026-08-11 18:05:00,C020,S03,2,30,16,60,0.0,60.0,32,28.0
414,O0142,2026-08-11 18:05:00,C020,H03,1,55,35,55,0.0,55.0,35,20.0
415,O0142,2026-08-11 18:05:00,C020,S06,1,22,9,22,0.0,22.0,9,13.0
416,O0142,2026-08-11 18:05:00,C020,S04,2,19,12,38,0.0,38.0,24,14.0
417,O0143,2026-08-21 10:56:00,C027,D07,3,17,10,51,0.0,51.0,30,21.0
418,O0143,2026-08-21 10:56:00,C027,H07,1,38,21,38,0.0,38.0,21,17.0
419,O0143,2026-08-21 10:56:00,C027,D08,2,22,15,44,0.0,44.0,30,14.0
420,O0143,2026-08-21 10:56:00,C027,S05,2,13,8,26,0.0,26.0,16,10.0
421,O0144,2026-08-13 20:52:00,C013,S05,2,13,8,26,0.0,26.0,16,10.0
422,O0144,2026-08-13 20:52:00,C013,D06,1,14,6,14,0.0,14.0,6,8.0
423,O0145,2026-08-02 09:34:00,C031,D06,2,14,6,28,0.27,27.73,12,15.73
424,O0145,2026-08-02 09:34:00,C031,H04,2,50,32,100,0.98,99.02,64,35.02
425,O0145,2026-08-02 09:34:00,C031,S05,2,13,8,26,0.25,25.75,16,9.75
426,O0145,2026-08-02 09:34:00,C031,H06,1,50,34,50,0.49,49.51,34,15.51
427,O0146,2026-08-02 12:13:00,C012,S05,3,13,8,39,0.0,39.0,24,15.0
428,O0146,2026-08-02 12:13:00,C012,S03,1,30,16,30,0.0,30.0,16,14.0
429,O0146,2026-08-02 12:13:00,C012,D05,3,21,15,63,0.0,63.0,45,18.0
430,O0146,2026-08-02 12:13:00,C012,H06,1,50,34,50,0.0,50.0,34,16.0
431,O0146,2026-08-02 12:13:00,C012,S07,3,18,9,54,0.0,54.0,27,27.0
432,O0147,2026-08-28 11:13:00,C050,H01,2,58,35,116,0.0,116.0,70,46.0
433,O0147,2026-08-28 11:13:00,C050,S10,3,33,18,99,0.0,99.0,54,45.0
434,O0148,2026-08-25 09:00:00,C033,S02,1,15,9,15,0.0,15.0,9,6.0
435,O0148,2026-08-25 09:00:00,C033,S04,2,19,12,38,0.0,38.0,24,14.0
436,O0148,2026-08-25 09:00:00,C033,H03,1,55,35,55,0.0,55.0,35,20.0
437,O0149,2026-08-15 07:02:00,C044,S07,1,18,9,18,7.0,11.0,9,2.0
438,O0150,2026-08-08 17:55:00,C033,H05,2,35,20,70,0.29,69.71,40,29.71
439,O0150,2026-08-08 17:55:00,C033,H04,1,50,32,50,0.21,49.79,32,17.79
440,O0150,2026-08-08 17:55:00,C033,S03,4,30,16,120,0.5,119.5,64,55.5
441,O0151,2026-08-01 16:52:00,C023,H04,1,50,32,50,0.25,49.75,32,17.75
442,O0151,2026-08-01 16:52:00,C023,S02,1,15,9,15,0.08,14.92,9,5.92
443,O0151,2026-08-01 16:52:00,C023,H03,2,55,35,110,0.56,109.44,70,39.44
444,O0151,2026-08-01 16:52:00,C023,D08,1,22,15,22,0.11,21.89,15,6.89
445,O0152,2026-08-27 12:05:00,C028,H04,1,50,32,50,0.0,50.0,32,18.0
446,O0152,2026-08-27 12:05:00,C028,D07,2,17,10,34,0.0,34.0,20,14.0
447,O0153,2026-08-22 17:16:00,C043,D04,4,16,8,64,0.0,64.0,32,32.0
448,O0153,2026-08-22 17:16:00,C043,S04,4,19,12,76,0.0,76.0,48,28.0
449,O0153,2026-08-22 17:16:00,C043,S01,1,33,18,33,0.0,33.0,18,15.0
450,O0153,2026-08-22 17:16:00,C043,D07,1,17,10,17,0.0,17.0,10,7.0
451,O0153,2026-08-22 17:16:00,C043,H07,1,38,21,38,0.0,38.0,21,17.0
452,O0154,2026-08-13 12:57:00,C003,H07,2,38,21,76,0.0,76.0,42,34.0
453,O0154,2026-08-13 12:57:00,C003,H05,1,35,20,35,0.0,35.0,20,15.0
454,O0154,2026-08-13 12:57:00,C003,S05,4,13,8,52,0.0,52.0,32,20.0
455,O0155,2026-08-17 10:08:00,C013,D05,3,21,15,63,0.0,63.0,45,18.0
456,O0155,2026-08-17 10:08:00,C013,S10,4,33,18,132,0.0,132.0,72,60.0
457,O0155,2026-08-17 10:08:00,C013,H04,2,50,32,100,0.0,100.0,64,36.0
458,O0155,2026-08-17 10:08:00,C013,D07,1,17,10,17,0.0,17.0,10,7.0
459,O0156,2026-08-26 07:56:00,C040,S07,3,18,9,54,0.0,54.0,27,27.0
460,O0157,2026-08-03 19:00:00,C003,H07,1,38,21,38,0.0,38.0,21,17.0
461,O0157,2026-08-03 19:00:00,C003,S04,1,19,12,19,0.0,19.0,12,7.0
462,O0157,2026-08-03 19:00:00,C003,S07,1,18,9,18,0.0,18.0,9,9.0
463,O0157,2026-08-03 19:00:00,C003,S10,4,33,18,132,0.0,132.0,72,60.0
464,O0158,2026-08-23 09:22:00,C013,S03,1,30,16,30,0.0,30.0,16,14.0
465,O0158,2026-08-23 09:22:00,C013,H01,1,58,35,58,0.0,58.0,35,23.0
466,O0158,2026-08-23 09:22:00,C013,S06,4,22,9,88,0.0,88.0,36,52.0
467,O0158,2026-08-23 09:22:00,C013,H06,1,50,34,50,0.0,50.0,34,16.0
468,O0159,2026-08-03 14:12:00,C042,S02,3,15,9,45,0.0,45.0,27,18.0
469,O0159,2026-08-03 14:12:00,C042,S03,3,30,16,90,0.0,90.0,48,42.0
470,O0160,2026-08-16 15:00:00,C047,H05,2,35,20,70,0.49,69.51,40,29.51
471,O0160,2026-08-16 15:00:00,C047,D04,1,16,8,16,0.11,15.89,8,7.89
472,O0160,2026-08-16 15:00:00,C047,D03,3,19,12,57,0.4,56.6,36,20.6
473,O0161,2026-08-27 07:38:00,C016,D03,1,19,12,19,0.0,19.0,12,7.0
474,O0161,2026-08-27 07:38:00,C016,D07,4,17,10,68,0.0,68.0,40,28.0
475,O0161,2026-08-27 07:38:00,C016,S02,4,15,9,60,0.0,60.0,36,24.0
476,O0161,2026-08-27 07:38:00,C016,S10,3,33,18,99,0.0,99.0,54,45.0
477,O0162,2026-08-06 19:38:00,C026,S10,2,33,18,66,0.58,65.42,36,29.42
478,O0162,2026-08-06 19:38:00,C026,S08,3,16,9,48,0.42,47.58,27,20.58
479,O0163,2026-08-17 09:23:00,C001,H06,1,50,34,50,0.0,50.0,34,16.0
480,O0163,2026-08-17 09:23:00,C001,S04,2,19,12,38,0.0,38.0,24,14.0
481,O0163,2026-08-17 09:23:00,C001,S06,1,22,9,22,0.0,22.0,9,13.0
482,O0164,2026-08-24 14:46:00,C022,S04,3,19,12,57,0.0,57.0,36,21.0
483,O0164,2026-08-24 14:46:00,C022,H04,2,50,32,100,0.0,100.0,64,36.0
484,O0164,2026-08-24 14:46:00,C022,S09,3,20,12,60,0.0,60.0,36,24.0
485,O0164,2026-08-24 14:46:00,C022,D05,3,21,15,63,0.0,63.0,45,18.0
486,O0164,2026-08-24 14:46:00,C022,S02,2,15,9,30,0.0,30.0,18,12.0
487,O0165,2026-08-17 19:18:00,C036,S06,1,22,9,22,0.0,22.0,9,13.0
488,O0165,2026-08-17 19:18:00,C036,H02,1,44,27,44,0.0,44.0,27,17.0
489,O0165,2026-08-17 19:18:00,C036,S03,1,30,16,30,0.0,30.0,16,14.0
490,O0166,2026-08-07 17:07:00,C006,S02,4,15,9,60,0.0,60.0,36,24.0
491,O0167,2026-08-28 07:25:00,C017,S09,2,20,12,40,0.0,40.0,24,16.0
492,O0167,2026-08-28 07:25:00,C017,D03,4,19,12,76,0.0,76.0,48,28.0
493,O0167,2026-08-28 07:25:00,C017,D05,1,21,15,21,0.0,21.0,15,6.0
494,O0167,2026-08-28 07:25:00,C017,H04,1,50,32,50,0.0,50.0,32,18.0
495,O0168,2026-08-19 20:06:00,C040,H06,2,50,34,100,0.0,100.0,68,32.0
496,O0168,2026-08-19 20:06:00,C040,S10,2,33,18,66,0.0,66.0,36,30.0
497,O0168,2026-08-19 20:06:00,C040,H02,1,44,27,44,0.0,44.0,27,17.0
498,O0168,2026-08-19 20:06:00,C040,D01,1,18,8,18,0.0,18.0,8,10.0
499,O0169,2026-08-22 12:27:00,C037,H03,1,55,35,55,0.0,55.0,35,20.0
500,O0169,2026-08-22 12:27:00,C037,D06,3,14,6,42,0.0,42.0,18,24.0
501,O0169,2026-08-22 12:27:00,C037,S08,4,16,9,64,0.0,64.0,36,28.0
502,O0169,2026-08-22 12:27:00,C037,D05,3,21,15,63,0.0,63.0,45,18.0
503,O0169,2026-08-22 12:27:00,C037,H01,2,58,35,116,0.0,116.0,70,46.0
504,O0170,2026-08-15 10:54:00,C009,D04,3,16,8,48,0.0,48.0,24,24.0
505,O0170,2026-08-15 10:54:00,C009,D03,1,19,12,19,0.0,19.0,12,7.0
506,O0170,2026-08-15 10:54:00,C009,H03,1,55,35,55,0.0,55.0,35,20.0
507,O0170,2026-08-15 10:54:00,C009,S01,1,33,18,33,0.0,33.0,18,15.0
508,O0171,2026-08-19 13:10:00,C041,S10,3,33,18,99,0.0,99.0,54,45.0
509,O0171,2026-08-19 13:10:00,C041,H07,2,38,21,76,0.0,76.0,42,34.0
510,O0171,2026-08-19 13:10:00,C041,S05,4,13,8,52,0.0,52.0,32,20.0
511,O0171,2026-08-19 13:10:00,C041,S09,4,20,12,80,0.0,80.0,48,32.0
512,O0172,2026-08-30 20:08:00,C008,D06,1,14,6,14,0.0,14.0,6,8.0
513,O0172,2026-08-30 20:08:00,C008,H05,2,35,20,70,0.0,70.0,40,30.0
514,O0172,2026-08-30 20:08:00,C008,S07,3,18,9,54,0.0,54.0,27,27.0
515,O0172,2026-08-30 20:08:00,C008,D07,1,17,10,17,0.0,17.0,10,7.0
516,O0172,2026-08-30 20:08:00,C008,S05,2,13,8,26,0.0,26.0,16,10.0
517,O0173,2026-08-09 09:51:00,C010,D04,4,16,8,64,0.0,64.0,32,32.0
518,O0174,2026-08-22 13:02:00,C021,H06,1,50,34,50,0.0,50.0,34,16.0
519,O0174,2026-08-22 13:02:00,C021,D04,2,16,8,32,0.0,32.0,16,16.0
520,O0174,2026-08-22 13:02:00,C021,H05,1,35,20,35,0.0,35.0,20,15.0
521,O0174,2026-08-22 13:02:00,C021,S07,3,18,9,54,0.0,54.0,27,27.0
522,O0174,2026-08-22 13:02:00,C021,S01,1,33,18,33,0.0,33.0,18,15.0
523,O0175,2026-08-09 20:57:00,C044,H05,1,35,20,35,0.0,35.0,20,15.0
524,O0175,2026-08-09 20:57:00,C044,H02,1,44,27,44,0.0,44.0,27,17.0
525,O0175,2026-08-09 20:57:00,C044,H03,1,55,35,55,0.0,55.0,35,20.0
526,O0176,2026-08-15 15:47:00,C013,H06,2,50,34,100,0.0,100.0,68,32.0
527,O0176,2026-08-15 15:47:00,C013,D08,4,22,15,88,0.0,88.0,60,28.0
528,O0176,2026-08-15 15:47:00,C013,D05,2,21,15,42,0.0,42.0,30,12.0
529,O0176,2026-08-15 15:47:00,C013,S02,4,15,9,60,0.0,60.0,36,24.0
530,O0177,2026-08-23 16:24:00,C036,D02,4,17,8,68,0.0,68.0,32,36.0
531,O0177,2026-08-23 16:24:00,C036,S02,4,15,9,60,0.0,60.0,36,24.0
532,O0178,2026-08-12 20:42:00,C008,D05,4,21,15,84,0.0,84.0,60,24.0
533,O0178,2026-08-12 20:42:00,C008,D01,4,18,8,72,0.0,72.0,32,40.0
534,O0178,2026-08-12 20:42:00,C008,S01,3,33,18,99,0.0,99.0,54,45.0
535,O0179,2026-08-13 10:55:00,C031,S09,1,20,12,20,0.08,19.92,12,7.92
536,O0179,2026-08-13 10:55:00,C031,H01,2,58,35,116,0.48,115.52,70,45.52
537,O0179,2026-08-13 10:55:00,C031,D05,1,21,15,21,0.09,20.91,15,5.91
538,O0179,2026-08-13 10:55:00,C031,S10,2,33,18,66,0.27,65.73,36,29.73
539,O0179,2026-08-13 10:55:00,C031,S04,1,19,12,19,0.08,18.92,12,6.92
540,O0180,2026-08-05 15:03:00,C041,D06,1,14,6,14,0.0,14.0,6,8.0
541,O0180,2026-08-05 15:03:00,C041,H05,2,35,20,70,0.0,70.0,40,30.0
542,O0181,2026-08-11 11:00:00,C037,D04,1,16,8,16,0.0,16.0,8,8.0
543,O0181,2026-08-11 11:00:00,C037,D03,4,19,12,76,0.0,76.0,48,28.0
544,O0181,2026-08-11 11:00:00,C037,H05,1,35,20,35,0.0,35.0,20,15.0
545,O0181,2026-08-11 11:00:00,C037,H06,1,50,34,50,0.0,50.0,34,16.0
546,O0182,2026-08-10 20:37:00,C048,D02,3,17,8,51,0.0,51.0,24,27.0
547,O0182,2026-08-10 20:37:00,C048,S03,4,30,16,120,0.0,120.0,64,56.0
548,O0183,2026-08-04 21:47:00,C030,H01,1,58,35,58,0.0,58.0,35,23.0
549,O0183,2026-08-04 21:47:00,C030,S08,3,16,9,48,0.0,48.0,27,21.0
550,O0183,2026-08-04 21:47:00,C030,S03,4,30,16,120,0.0,120.0,64,56.0
551,O0184,2026-08-11 13:05:00,C024,H07,2,38,21,76,0.0,76.0,42,34.0
552,O0184,2026-08-11 13:05:00,C024,H05,1,35,20,35,0.0,35.0,20,15.0
553,O0184,2026-08-11 13:05:00,C024,D02,1,17,8,17,0.0,17.0,8,9.0
554,O0184,2026-08-11 13:05:00,C024,H02,1,44,27,44,0.0,44.0,27,17.0
555,O0185,2026-08-07 19:56:00,C037,D01,4,18,8,72,0.0,72.0,32,40.0
556,O0186,2026-08-15 12:20:00,C037,S09,3,20,12,60,0.0,60.0,36,24.0
557,O0186,2026-08-15 12:20:00,C037,D04,1,16,8,16,0.0,16.0,8,8.0
558,O0186,2026-08-15 12:20:00,C037,D07,1,17,10,17,0.0,17.0,10,7.0
559,O0187,2026-08-01 14:20:00,C003,H03,2,55,35,110,0.0,110.0,70,40.0
560,O0187,2026-08-01 14:20:00,C003,H06,1,50,34,50,0.0,50.0,34,16.0
561,O0187,2026-08-01 14:20:00,C003,D08,4,22,15,88,0.0,88.0,60,28.0
562,O0188,2026-08-22 16:07:00,C043,H07,1,38,21,38,0.0,38.0,21,17.0
563,O0188,2026-08-22 16:07:00,C043,D07,4,17,10,68,0.0,68.0,40,28.0
564,O0188,2026-08-22 16:07:00,C043,H02,1,44,27,44,0.0,44.0,27,17.0
565,O0188,2026-08-22 16:07:00,C043,D02,3,17,8,51,0.0,51.0,24,27.0
566,O0189,2026-08-09 08:19:00,C033,D04,4,16,8,64,0.0,64.0,32,32.0
567,O0189,2026-08-09 08:19:00,C033,S05,3,13,8,39,0.0,39.0,24,15.0
568,O0190,2026-08-24 14:39:00,C037,D03,2,19,12,38,0.0,38.0,24,14.0
569,O0190,2026-08-24 14:39:00,C037,S09,1,20,12,20,0.0,20.0,12,8.0
570,O0191,2026-08-06 13:19:00,C011,S01,2,33,18,66,0.0,66.0,36,30.0
571,O0192,2026-08-21 08:46:00,C010,S06,2,22,9,44,0.0,44.0,18,26.0
572,O0192,2026-08-21 08:46:00,C010,S03,2,30,16,60,0.0,60.0,32,28.0
573,O0193,2026-08-15 17:34:00,C045,S03,3,30,16,90,0.0,90.0,48,42.0
574,O0193,2026-08-15 17:34:00,C045,D01,1,18,8,18,0.0,18.0,8,10.0
575,O0193,2026-08-15 17:34:00,C045,S02,2,15,9,30,0.0,30.0,18,12.0
576,O0194,2026-08-22 11:39:00,C011,D06,4,14,6,56,0.0,56.0,24,32.0
577,O0194,2026-08-22 11:39:00,C011,S02,2,15,9,30,0.0,30.0,18,12.0
578,O0194,2026-08-22 11:39:00,C011,H04,1,50,32,50,0.0,50.0,32,18.0
579,O0194,2026-08-22 11:39:00,C011,S08,1,16,9,16,0.0,16.0,9,7.0
580,O0194,2026-08-22 11:39:00,C011,D01,4,18,8,72,0.0,72.0,32,40.0
581,O0195,2026-08-29 10:03:00,C029,S06,4,22,9,88,0.0,88.0,36,52.0
582,O0195,2026-08-29 10:03:00,C029,H04,1,50,32,50,0.0,50.0,32,18.0
583,O0195,2026-08-29 10:03:00,C029,D04,2,16,8,32,0.0,32.0,16,16.0
584,O0195,2026-08-29 10:03:00,C029,D01,2,18,8,36,0.0,36.0,16,20.0
585,O0195,2026-08-29 10:03:00,C029,D06,1,14,6,14,0.0,14.0,6,8.0
586,O0196,2026-08-22 21:48:00,C001,S02,4,15,9,60,0.38,59.62,36,23.62
587,O0196,2026-08-22 21:48:00,C001,S10,3,33,18,99,0.62,98.38,54,44.38
588,O0197,2026-08-05 14:18:00,C048,D01,4,18,8,72,0.0,72.0,32,40.0
589,O0198,2026-08-21 10:39:00,C011,D04,3,16,8,48,0.0,48.0,24,24.0
590,O0199,2026-08-19 19:48:00,C017,S07,1,18,9,18,0.0,18.0,9,9.0
591,O0199,2026-08-19 19:48:00,C017,H03,1,55,35,55,0.0,55.0,35,20.0
